152188.21,152188.21,278701.56,281701.56,90.0,165888.23,165888.23,379101.56,389301.56,90.0,150588.25,151188.25,311701.56,311701.56,0.0,148788.22,149388.23,318901.56,318901.56,0.0,0.0
131718.17,131718.17,279301.56,389101.56,90.0,149988.23,149988.23,295401.56,297351.56,90.0,160188.12,161388.11,371693.34,371693.34,0.0,147588.23,148788.27,305709.06,305709.06,0.0,0.0
131638.17,131638.17,279301.56,389101.56,90.0,159588.2,159588.2,290101.56,378901.56,90.0,145188.25,145788.25,330901.56,330901.56,0.0,156588.19,157788.2,356094.06,356094.06,0.0,0.0
160238.18,160238.18,278751.56,287951.56,90.0,132538.22,132538.22,284659.06,378901.56,90.0,130838.16,131638.17,303294.06,303294.06,0.0,158388.2,159588.2,316509.06,316509.06,0.0,0.0
131238.23,131238.23,278101.56,279301.56,90.0,136548.18,136548.18,379101.56,389101.56,90.0,140438.22,141338.2,364509.06,364509.06,0.0,159588.2,159588.24,283509.06,283509.06,0.0,0.0
152388.19,152388.19,295401.56,378901.56,90.0,140088.24,140088.24,294901.56,296701.56,90.0,149388.22,150588.26,338109.06,338109.06,0.0,139788.24,140388.25,334501.56,334501.56,0.0,0.0
146388.25,146388.25,295401.56,297351.56,90.0,149388.23,149388.23,295401.56,297401.56,90.0,148788.22,149388.23,335701.56,335701.56,0.0,152388.21,152988.21,341701.56,341701.56,0.0,0.0
159788.16,159788.16,379101.56,389101.56,90.0,156538.19,156538.19,295401.56,378901.56,90.0,139788.24,140388.25,338101.56,338101.56,0.0,159588.16,160188.16,346501.56,346501.56,0.0,0.0
147188.24,147188.24,278701.56,278701.56,90.0,163238.2,163238.2,290101.56,378901.56,90.0,154038.16,154938.16,317694.06,317694.06,0.0,161388.14,161988.15,362101.56,362101.56,0.0,0.0
136548.18,136548.18,379101.56,389101.56,90.0,136428.18,136428.18,379101.56,389101.56,90.0,164738.25,165538.26,357309.06,357309.06,0.0,155988.14,156588.15,362101.56,362101.56,0.0,0.0
139288.27,139288.27,290101.56,296701.56,90.0,161388.21,161388.21,278701.56,288001.56,90.0,159588.16,160188.16,308101.56,308101.56,0.0,147587.34,148787.38,329694.02,329694.02,0.0,0.0
134628.18,134628.18,379101.56,389101.56,90.0,161388.21,161388.21,290101.56,296102.06,90.0,163838.24,164638.25,311694.06,311694.06,0.0,153038.18,153938.16,329694.06,329694.06,0.0,0.0
163388.17,163388.17,379101.56,389101.56,90.0,136188.24,136188.24,278101.56,288001.56,90.0,150588.25,151188.25,344101.56,344101.56,0.0,149388.19,150588.23,309294.06,309294.06,0.0,0.0
146938.24,146938.24,295401.56,297351.56,90.0,147228.2,147228.2,379101.56,389101.56,90.0,160188.2,161388.18,359694.06,359694.06,0.0,136788.23,137988.22,308108.34,308108.34,0.0,0.0
153038.2,153038.2,295401.56,378901.56,90.0,156088.3,156088.3,278701.56,283981.56,90.0,163838.24,164638.25,366894.06,366894.06,0.0,139788.24,140388.25,308101.56,308101.56,0.0,0.0
130638.23,130638.23,278101.56,279301.56,90.0,163548.17,163548.17,379101.56,389101.56,90.0,143988.31,145188.25,363309.06,363309.06,0.0,131738.17,132538.18,368109.06,368109.06,0.0,0.0
134988.22,134988.22,290101.56,296102.06,90.0,148363.24,148363.24,294301.56,294781.56,90.0,133188.22,134388.21,315308.34,315308.34,0.0,145188.25,145788.25,357301.56,357301.56,0.0,0.0
143748.19,143748.19,379101.56,389101.56,90.0,156588.24,156588.24,288301.56,290101.56,90.0,158388.12,159588.12,353708.34,353708.34,0.0,161988.14,163188.14,333293.34,333293.34,0.0,0.0
139408.3,139408.3,289501.56,289981.56,90.0,140188.18,140188.18,379101.56,389101.56,90.0,145788.25,146988.25,297901.56,297901.56,0.0,155038.16,155938.19,336909.06,336909.06,0.0,0.0
137988.24,137988.24,278701.56,288001.56,90.0,137388.23,137388.23,278101.56,278701.56,90.0,152388.21,152988.21,339301.56,339301.56,0.0,165888.2,166388.15,292501.56,292501.56,0.0,0.0
130638.23,130638.23,278101.56,279301.56,90.0,134388.24,134388.24,288001.56,288301.56,90.0,136588.24,138188.18,381301.56,381301.56,0.0,143388.22,143988.23,323701.56,323701.56,0.0,0.0
139838.24,139838.24,283501.56,283981.56,90.0,163788.21,163788.21,279301.56,290101.56,90.0,158388.2,159588.2,323709.06,323709.06,0.0,157788.16,158388.17,340501.56,340501.56,0.0,0.0
136188.24,136188.24,278701.56,288001.56,90.0,143748.19,143748.19,379101.56,389101.56,90.0,134988.28,136188.23,309309.06,309309.06,0.0,132588.22,133188.22,334501.56,334501.56,0.0,0.0
161588.14,161588.14,379101.56,389101.56,90.0,132538.22,132538.22,279301.56,284659.06,90.0,153038.18,153938.16,332094.06,332094.06,0.0,143388.22,143988.23,360901.56,360901.56,0.0,0.0
148988.19,148988.19,379101.56,389101.56,90.0,150828.18,150828.18,379101.56,389101.56,90.0,147588.19,148788.23,377709.06,377709.06,0.0,132538.22,140438.22,378901.56,378901.56,0.0,0.0
149938.17,149938.17,289501.56,291901.56,90.0,144938.19,144938.19,289501.56,291901.56,90.0,163838.24,164638.25,352509.06,352509.06,0.0,153038.18,153938.16,369294.06,369294.06,0.0,0.0
140338.25,140338.25,296701.56,378901.56,90.0,164738.25,164738.25,279301.56,389101.56,90.0,152388.21,152988.21,344101.56,344101.56,0.0,134388.24,134988.24,352501.56,352501.56,0.0,0.0
156288.15,156288.15,389101.56,389301.56,90.0,144188.21,144188.21,278701.56,281101.56,90.0,149388.19,150588.23,323709.06,323709.06,0.0,151188.21,152388.22,334494.06,334494.06,0.0,0.0
139388.27,139388.27,286801.56,289381.56,90.0,166938.19,166938.19,278101.56,279301.56,90.0,142838.22,143338.21,311694.06,311694.06,0.0,149388.19,150588.22,327309.06,327309.06,0.0,0.0
135588.22,135588.22,288301.56,290101.56,90.0,138718.27,138718.27,281281.56,281401.56,90.0,147587.34,148787.38,304494.02,304494.02,0.0,139788.24,140388.25,323701.56,323701.56,0.0,0.0
142388.2,142388.2,389101.56,389301.56,90.0,137938.24,137938.24,278751.56,287951.56,90.0,142838.22,143338.21,300909.06,300909.06,0.0,141438.2,142338.2,351294.06,351294.06,0.0,0.0
134388.24,134388.24,288301.56,290101.56,90.0,156688.19,156688.19,284101.56,288901.56,90.0,137988.22,138588.22,350101.56,350101.56,0.0,150588.25,151188.25,360901.56,360901.56,0.0,0.0
147188.24,147188.24,281701.56,281701.56,90.0,142338.2,142338.2,294901.56,389101.69,90.0,155038.16,155938.19,312894.06,312894.06,0.0,155038.16,155938.19,322494.06,322494.06,0.0,0.0
141418.2,141418.2,294901.56,389101.69,90.0,156888.13,156888.13,295981.56,296101.56,90.0,138388.24,139988.18,388494.06,388494.06,0.0,155988.14,156588.15,333301.56,333301.56,0.0,0.0
157138.16,157138.16,290101.56,296101.56,90.0,141358.2,141358.2,294901.56,389101.69,90.0,136788.23,137988.22,365708.34,365708.34,0.0,131738.17,132538.18,318909.06,318909.06,0.0,0.0
143488.21,143488.21,289501.56,294781.56,90.0,165888.23,165888.23,278101.56,389301.56,90.0,136788.27,137988.22,312894.06,312894.06,0.0,141438.2,142338.2,327294.06,327294.06,0.0,0.0
156088.3,156088.3,289501.56,294901.56,90.0,161628.14,161628.14,379101.56,389101.56,90.0,154038.16,154938.16,375294.06,375294.06,0.0,160188.15,161388.21,292494.06,292494.06,0.0,0.0
148363.24,148363.24,288901.56,289381.56,90.0,161748.14,161748.14,379101.56,389101.56,90.0,139788.24,140388.25,309301.56,309301.56,0.0,156588.21,157788.2,323709.06,323709.06,0.0,0.0
