258970.74,258970.74,269988.69,272388.69,90.0,248070.76,248070.76,279188.69,280388.69,90.0,282520.77,283320.78,285796.19,285796.19,0.0,278870.64,280070.63,325995.47,325995.47,0.0,0.0
266370.74,266370.74,274688.69,275888.69,90.0,266370.74,266370.74,269988.69,272938.69,90.0,253070.8,253670.8,375188.69,375188.69,0.0,258470.76,259070.76,351188.69,351188.69,0.0,0.0
285070.71,285070.71,291188.69,379988.69,90.0,282470.73,282470.73,280388.69,291188.69,90.0,261120.75,262020.78,336796.19,336796.19,0.0,249520.69,250320.69,370396.19,370396.19,0.0,0.0
281820.73,281820.73,279838.69,289038.69,90.0,274620.73,274620.73,379988.69,380188.69,90.0,245320.75,245820.75,289038.69,289038.69,0.0,261120.75,262020.78,329596.19,329596.19,0.0,0.0
278870.72,278870.72,291188.69,379988.69,90.0,246470.75,246470.75,279188.69,289088.69,90.0,262670.84,263870.72,331996.19,331996.19,0.0,265670.72,266270.72,339188.69,339188.69,0.0,0.0
246470.75,246470.75,289088.69,289388.69,90.0,275270.71,275270.71,291188.69,379988.69,90.0,278870.72,280070.67,299581.19,299581.19,0.0,276470.73,277070.7,282188.69,282188.69,0.0,0.0
253270.81,253270.81,380188.69,390188.69,90.0,254270.7,254270.7,289388.69,291188.69,90.0,272720.74,273620.74,342796.19,342796.19,0.0,264470.72,265670.72,364396.19,364396.19,0.0,0.0
262070.75,262070.75,291188.69,379988.69,90.0,251870.75,251870.75,289088.69,289388.69,90.0,281870.73,282420.73,288788.69,288788.69,0.0,259120.77,260020.75,339181.19,339181.19,0.0,0.0
258710.8,258710.8,380188.69,390188.69,90.0,244640.76,244640.76,295988.69,300788.69,90.0,259120.77,260020.75,315196.19,315196.19,0.0,268070.75,269270.78,301981.19,301981.19,0.0,0.0
253670.75,253670.75,279188.69,289088.69,90.0,276470.73,276470.73,291188.69,379988.69,90.0,257270.78,258470.76,349996.19,349996.19,0.0,249520.69,250320.69,285781.19,285781.19,0.0,0.0
283170.74,283170.74,269988.69,272938.69,90.0,267710.75,267710.75,380188.69,390188.69,90.0,284570.76,285070.71,341588.69,341588.69,0.0,258470.8,259070.81,304388.69,304388.69,0.0,0.0
