3183768.0,269870.73,271070.74,359581.19,359581.19,0.0,3246015.0,492848.73,493648.75,30569.23,30569.23,0.0,3170847.0,258594.93,259794.93,28154.23,28154.23,0.0,3228646.0,392982.61,393582.61,135161.79,135161.79,0.0,0.0,
3158881.0,394115.0,395015.0,327214.28,327214.28,0.0,3185611.0,377382.71,378582.7,167568.57,167568.57,0.0,3248049.0,154038.16,154938.16,371694.06,371694.06,0.0,3238615.0,160989.14,161039.14,44961.73,44961.73,0.0,0.0,
3191142.0,401063.98,402263.98,294813.91,294813.91,0.0,3169301.0,142989.17,144189.17,-41431.49,-41431.49,0.0,3225826.0,382182.68,382782.68,198761.79,198761.79,0.0,3236203.0,376381.38,377581.37,-13845.77,-13845.77,0.0,0.0,
3234716.0,517707.12,517707.16,286888.35,286888.35,0.0,3217305.0,140288.19,140288.19,289501.56,294901.56,90.0,3104492.0,171839.14,172639.15,29369.23,29369.23,0.0,3206199.0,510186.01,510786.02,172361.79,172361.79,0.0,0.0,
3108731.0,437683.27,437683.27,238787.62,260787.62,90.0,3241739.0,375864.11,377064.06,300814.63,300814.63,0.0,3155669.0,369914.0,370714.01,316429.63,316429.63,0.0,3157741.0,261520.78,262020.77,330781.19,330781.19,0.0,0.0,
3103616.0,144789.16,145989.18,-55238.27,-55238.27,0.0,3198535.0,136788.23,137988.22,328493.34,328493.34,0.0,3215839.0,136188.22,136788.23,330901.56,330901.56,0.0,3214898.0,505398.74,505998.75,-6638.27,-6638.27,0.0,0.0,
3208124.0,171189.14,171789.15,28161.73,28161.73,0.0,3241985.0,401064.02,402264.04,347629.63,347629.63,0.0,3101106.0,170459.69,171559.71,118969.29,118969.29,0.0,3206222.0,508385.99,508986.0,167561.79,167561.79,0.0,0.0,
3219923.0,402264.04,402864.05,299622.13,299622.13,0.0,3230517.0,160389.14,160989.14,6561.73,6561.73,0.0,3243766.0,509598.73,510798.76,-13830.77,-13830.77,0.0,3157667.0,259120.77,260020.75,366781.19,366781.19,0.0,0.0,
3181787.0,505386.0,506586.04,126769.29,126769.29,0.0,3238519.0,267806.92,268906.95,120154.29,120154.29,0.0,3196779.0,516507.04,517707.03,352287.63,352287.63,0.0,3148618.0,516048.78,516948.78,-10245.77,-10245.77,0.0,0.0,
3195142.0,507507.13,508707.14,306688.35,306688.35,0.0,3105781.0,149439.13,150339.13,1769.23,1769.23,0.0,3211321.0,272394.91,272994.92,-21038.27,-21038.27,0.0,3204414.0,380382.69,380982.69,143561.79,143561.79,0.0,0.0,
3207626.0,505435.95,505935.96,117754.29,117754.29,0.0,3170906.0,262194.95,263394.95,38969.23,38969.23,0.0,3102471.0,161459.7,162359.73,168754.29,168754.29,0.0,3180705.0,276756.92,277956.96,171169.29,171169.29,0.0,0.0,
3238129.0,395464.06,397064.08,388429.63,388429.63,0.0,3240620.0,165189.13,165189.13,-55838.27,-55238.27,90.0,3244724.0,389982.63,391182.67,154354.29,154354.29,0.0,3172140.0,348018.84,349218.88,26953.51,26953.51,0.0,0.0,
3229226.0,382981.36,383581.37,34161.73,34161.73,0.0,3157383.0,261120.75,262020.78,310396.19,310396.19,0.0,3213865.0,527898.76,528398.72,-15038.27,-15038.27,0.0,3149772.0,374132.65,374932.65,207154.29,207154.29,0.0,0.0,
3218908.0,280670.7,280670.7,289388.69,291188.69,90.0,3153140.0,280856.93,281356.92,126769.29,126769.29,0.0,3104802.0,155589.13,156789.13,40169.23,40169.23,0.0,3220338.0,375264.1,375864.11,309222.13,309222.13,0.0,0.0,
3209222.0,154989.13,155589.14,-25838.27,-25838.27,0.0,3236123.0,387181.36,388381.33,29354.23,29354.23,0.0,3237212.0,379182.66,380382.68,117769.29,117769.29,0.0,3177610.0,511398.73,512598.77,38969.23,38969.23,0.0,0.0,
3215988.0,136188.22,136788.23,294901.56,294901.56,0.0,3243936.0,523998.71,525198.73,-3030.77,-3030.77,0.0,3238340.0,501907.15,503507.12,390673.35,390673.35,0.0,3101197.0,156002.26,156002.26,118961.79,122261.79,90.0,0.0,
3239322.0,270501.94,270706.95,113011.79,113011.79,0.0,3156435.0,164738.25,165538.26,335694.06,335694.06,0.0,3171762.0,269394.87,270594.91,-22245.77,-22245.77,0.0,3108357.0,468528.66,468528.66,-97212.38,-75212.38,90.0,0.0,
3159023.0,394115.0,395015.0,370429.28,370429.28,0.0,3147760.0,398231.3,399131.33,-30645.77,-30645.77,0.0,3234245.0,397514.05,398614.07,287029.63,287029.63,0.0,3210506.0,263394.93,263994.93,-29438.27,-29438.27,0.0,0.0,
3247758.0,155038.16,155938.19,328509.06,328509.06,0.0,3209378.0,137559.17,137559.17,-43838.27,-39038.27,90.0,3250228.0,271356.95,272549.39,121354.36,121354.36,0.0,3231605.0,395581.32,396181.33,-16238.27,-16238.27,0.0,0.0,
3226631.0,394782.63,395382.64,181961.79,181961.79,0.0,3220850.0,381264.0,381264.0,290622.13,292422.13,90.0,3217093.0,159588.2,159588.2,278101.56,288001.56,90.0,3213586.0,504248.76,505348.78,-49845.77,-49845.77,0.0,0.0,
3189157.0,382832.66,383932.68,115954.29,115954.29,0.0,3201219.0,168009.66,168609.67,136361.79,136361.79,0.0,3145367.0,276644.89,277544.92,-30645.77,-30645.77,0.0,3233961.0,280070.73,280070.76,285781.19,285781.19,0.0,0.0,
3154506.0,502035.99,503186.03,216769.29,216769.29,0.0,3159051.0,394115.0,395015.0,378829.28,378829.28,0.0,3106240.0,139739.16,140529.16,-30645.77,-30645.77,0.0,3220282.0,373464.12,374064.12,322422.13,322422.13,0.0,0.0,
3234587.0,508706.98,508707.02,285688.35,285688.35,0.0,3247911.0,154038.16,154938.16,330909.06,330909.06,0.0,3104587.0,172739.15,173539.16,-31845.77,-31845.77,0.0,3195398.0,491307.16,492507.15,313872.63,313872.63,0.0,0.0,
3243076.0,381781.38,382981.36,29369.23,29369.23,0.0,3238308.0,395664.03,396864.04,344014.63,344014.63,0.0,3224559.0,496107.16,496707.16,355880.85,355880.85,0.0,3158038.0,381514.07,382414.1,348829.62,348829.62,0.0,0.0,
3209567.0,154389.12,154389.12,-45938.27,-43838.27,90.0,3220497.0,389664.02,390264.02,360822.13,360822.13,0.0,3213838.0,527898.76,528398.72,18561.73,18561.73,0.0,3220514.0,391464.04,392064.04,357222.13,357222.13,0.0,0.0,
3184323.0,143987.38,145187.4,347694.02,347694.02,0.0,3212962.0,390181.36,390781.36,-34238.27,-34238.27,0.0,3104955.0,151989.18,153189.14,-28230.77,-28230.77,0.0,3218363.0,256670.78,257270.78,318788.69,318788.69,0.0,0.0,
3219531.0,404964.08,405464.03,350022.13,350022.13,0.0,3210057.0,262244.91,263344.93,-50430.77,-50430.77,0.0,3236831.0,382132.62,382132.62,113011.79,122211.79,90.0,3152341.0,267806.92,268706.9,173554.29,173554.29,0.0,0.0,
3207775.0,492835.99,493936.01,118969.29,118969.29,0.0,3146562.0,407921.33,408731.35,-45030.77,-45030.77,0.0,3151265.0,520157.16,520957.17,311473.35,311473.35,0.0,3158893.0,394115.0,395015.0,330814.28,330814.28,0.0,0.0,
3191710.0,269870.73,271070.74,359581.19,359581.19,0.0,3237607.0,150859.75,151759.74,125554.29,125554.29,0.0,3161216.0,491335.98,492135.98,184354.29,184354.29,0.0,3146670.0,407921.33,408731.35,-18645.77,-18645.77,0.0,0.0,
3105537.0,150439.13,151339.16,23354.23,23354.23,0.0,3231477.0,156789.13,157389.13,-15038.27,-15038.27,0.0,3233948.0,277120.7,278220.73,285181.19,285181.19,0.0,3108602.0,460928.66,576128.66,70787.62,70787.62,0.0,0.0,
3147070.0,384631.36,385531.36,-33045.77,-33045.77,0.0,3243183.0,378181.4,379381.35,-35430.77,-35430.77,0.0,3207541.0,512635.95,513735.97,113569.29,113569.29,0.0,3212162.0,409081.32,409581.28,22161.73,22161.73,0.0,0.0,
3148841.0,514998.81,515898.78,-42645.77,-42645.77,0.0,3203507.0,289956.9,289956.9,122561.79,124361.79,90.0,3160919.0,254444.89,255244.91,-30630.77,-30630.77,0.0,3214382.0,494598.78,495198.79,30561.73,30561.73,0.0,0.0,
3217432.0,142138.24,156688.24,295401.56,295401.56,0.0,3203616.0,408282.67,408782.62,209561.79,209561.79,0.0,3236394.0,271356.94,272556.9,190369.29,190369.29,0.0,3102103.0,149859.75,150759.75,132769.29,132769.29,0.0,0.0,
3194389.0,160188.12,161388.11,306908.34,306908.34,0.0,3159396.0,498757.14,499657.17,311488.34,311488.34,0.0,3230632.0,266994.91,267594.92,2961.73,2961.73,0.0,3236385.0,264156.97,265356.93,211954.29,211954.29,0.0,0.0,
3101076.0,140159.71,140959.72,118369.29,118369.29,0.0,3145064.0,265294.89,265794.89,-40230.77,-40230.77,0.0,3227728.0,279756.91,280356.92,156761.79,156761.79,0.0,3244650.0,393582.61,394782.62,186754.29,186754.29,0.0,0.0,
3248446.0,141438.2,142338.2,315309.06,315309.06,0.0,3152717.0,280406.9,281306.93,177154.29,177154.29,0.0,3103327.0,-3401602.47,-3400402.47,174754.29,174754.29,0.0,3160473.0,511758.08,512258.08,305472.99,305472.99,0.0,0.0,
3241695.0,374064.12,375264.07,329614.63,329614.63,0.0,3144878.0,265044.88,265944.88,-7845.77,-7845.77,0.0,3203054.0,276156.89,276756.9,180761.79,180761.79,0.0,3234577.0,506907.01,506907.05,286888.35,286888.35,0.0,0.0,
3224699.0,508707.13,509307.13,330680.85,330680.85,0.0,3160952.0,255344.91,256144.91,-41430.77,-41430.77,0.0,3228489.0,394782.63,395382.63,137561.79,137561.79,0.0,3103136.0,172269.71,173059.71,136354.29,136354.29,0.0,0.0,
3207873.0,524386.04,524386.04,112261.79,112841.79,90.0,3248694.0,142838.22,143338.21,333309.06,333309.06,0.0,3150535.0,292106.91,292916.93,181954.29,181954.29,0.0,3215195.0,514398.71,514398.71,-45638.27,-43838.27,90.0,0.0,
3243788.0,513198.71,514398.72,-24630.77,-24630.77,0.0,3226872.0,389382.63,389982.63,173561.79,173561.79,0.0,3159651.0,497757.14,498657.14,359473.34,359473.34,0.0,3246561.0,258206.9,258906.92,148369.29,148369.29,0.0,0.0,
3187732.0,496385.94,497585.94,207153.57,207153.57,0.0,3248257.0,142438.2,143338.22,352494.06,352494.06,0.0,3239022.0,486807.11,486807.11,281480.85,391480.85,90.0,3145036.0,265044.88,265944.88,40169.23,40169.23,0.0,0.0,
3221092.0,392114.04,392114.04,292422.13,381222.13,90.0,3220611.0,389664.02,390264.02,338022.13,338022.13,0.0,3160871.0,254444.89,255244.91,17354.23,17354.23,0.0,3225810.0,394782.64,395382.65,199961.79,199961.79,0.0,0.0,
3214302.0,491998.8,492498.76,-6638.27,-6638.27,0.0,3239292.0,393914.05,395014.04,284029.63,284029.63,0.0,3223870.0,262070.74,262670.75,327188.69,327188.69,0.0,3153469.0,382832.65,383732.63,141169.29,141169.29,0.0,0.0,
3149284.0,525848.74,526638.74,-34245.77,-34245.77,0.0,3184750.0,260556.93,261756.92,207154.29,207154.29,0.0,3156506.0,163838.24,164638.25,314094.06,314094.06,0.0,3221388.0,512257.13,520157.13,381280.85,381280.85,0.0,0.0,
3218123.0,256670.78,257270.78,376388.69,376388.69,0.0,3160813.0,254444.89,255244.91,34169.23,34169.23,0.0,3153958.0,395432.64,396332.67,173569.29,173569.29,0.0,3108627.0,510128.66,510128.66,70787.62,92787.62,90.0,0.0,
3246995.0,524335.97,525135.99,172354.29,172354.29,0.0,3104518.0,171839.14,172639.15,22154.23,22154.23,0.0,3150044.0,406232.64,407022.64,155554.29,155554.29,0.0,3236663.0,402582.62,402582.62,112511.79,122261.79,90.0,0.0,
3229131.0,274194.94,274794.94,35361.73,35361.73,0.0,3105133.0,144789.17,145989.16,-21045.77,-21045.77,0.0,3171993.0,342618.9,343818.91,-23431.49,-23431.49,0.0,3243283.0,394381.3,395581.32,569.23,569.23,0.0,0.0,
