3150616	487957.09	487957.09	281480.85	391280.85	90.0	3221371	487157.12	487157.12	281480.85	391280.85	90.0	3150615	487157.08	487957.09	297073.35	297073.35	0.0	3150631	487157.08	487957.09	295888.35	295888.35	0.0	1	
3150616	487957.09	487957.09	281480.85	391280.85	90.0	3221371	487157.12	487157.12	281480.85	391280.85	90.0	3150622	487157.08	487957.09	300673.35	300673.35	0.0	3150624	487157.08	487957.09	299488.35	299488.35	0.0	1	
3221380	488857.14	488857.14	281480.85	381080.85	90.0	3150617	488057.09	488057.09	281480.85	391280.85	90.0	3150623	488057.09	488857.1	300673.35	300673.35	0.0	3150625	488057.09	488857.1	299488.35	299488.35	0.0	1	
3150616	487957.09	487957.09	281480.85	391280.85	90.0	3221371	487157.12	487157.12	281480.85	391280.85	90.0	3150626	487157.08	487957.09	299473.35	299473.35	0.0	3150635	487157.08	487957.09	298288.35	298288.35	0.0	1	
3221380	488857.14	488857.14	281480.85	381080.85	90.0	3150617	488057.09	488057.09	281480.85	391280.85	90.0	3150627	487957.09	488857.1	299473.35	299473.35	0.0	3150636	488057.09	488857.1	298288.35	298288.35	0.0	1	
3221380	488857.14	488857.14	281480.85	381080.85	90.0	3150617	488057.09	488057.09	281480.85	391280.85	90.0	3150630	488057.09	488857.1	297073.35	297073.35	0.0	3150632	488057.09	488857.1	295888.35	295888.35	0.0	1	
3150616	487957.09	487957.09	281480.85	391280.85	90.0	3221371	487157.12	487157.12	281480.85	391280.85	90.0	3150633	487157.08	487957.09	295873.35	295873.35	0.0	3150959	487157.08	487957.09	294688.35	294688.35	0.0	1	
3221380	488857.14	488857.14	281480.85	381080.85	90.0	3150617	488057.09	488057.09	281480.85	391280.85	90.0	3150634	488057.09	488857.1	295873.35	295873.35	0.0	3150960	488057.09	488857.1	294688.35	294688.35	0.0	1	
3150616	487957.09	487957.09	281480.85	391280.85	90.0	3221371	487157.12	487157.12	281480.85	391280.85	90.0	3150637	487157.08	487957.09	298273.35	298273.35	0.0	3150628	487157.08	487957.09	297088.35	297088.35	0.0	1	
3221380	488857.14	488857.14	281480.85	381080.85	90.0	3150617	488057.09	488057.09	281480.85	391280.85	90.0	3150638	488057.09	488857.1	298273.35	298273.35	0.0	3150629	488057.09	488857.1	297088.35	297088.35	0.0	1	
3150616	487957.09	487957.09	281480.85	391280.85	90.0	3221371	487157.12	487157.12	281480.85	391280.85	90.0	3150645	487157.08	487957.09	291073.35	291073.35	0.0	3250127	487157.12	487957.14	289288.35	289288.35	0.0	1	
3221380	488857.14	488857.14	281480.85	381080.85	90.0	3150617	488057.09	488057.09	281480.85	391280.85	90.0	3150646	488057.09	488857.1	291073.35	291073.35	0.0	3250126	488057.14	488857.14	289288.35	289288.35	0.0	1	
3150616	487957.09	487957.09	281480.85	391280.85	90.0	3221371	487157.12	487157.12	281480.85	391280.85	90.0	3150649	487157.08	487957.09	291673.35	291673.35	0.0	3150643	487157.08	487957.09	291088.35	291088.35	0.0	1	
3221380	488857.14	488857.14	281480.85	381080.85	90.0	3150617	488057.09	488057.09	281480.85	391280.85	90.0	3150650	488057.09	488857.1	291673.35	291673.35	0.0	3150644	488057.09	488857.1	291088.35	291088.35	0.0	1	
3150616	487957.09	487957.09	281480.85	391280.85	90.0	3221371	487157.12	487157.12	281480.85	391280.85	90.0	3150653	487157.08	487957.09	286273.35	286273.35	0.0	3150655	487157.08	487957.09	285688.35	285688.35	0.0	1	
3221380	488857.14	488857.14	281480.85	381080.85	90.0	3150617	488057.09	488057.09	281480.85	391280.85	90.0	3150654	488057.09	488857.1	286273.35	286273.35	0.0	3150656	488057.09	488857.1	285688.35	285688.35	0.0	1	
3150616	487957.09	487957.09	281480.85	391280.85	90.0	3221371	487157.12	487157.12	281480.85	391280.85	90.0	3150657	487157.08	487957.09	285673.35	285673.35	0.0	3250091	487157.09	487957.11	283888.35	283888.35	0.0	1	
3221380	488857.14	488857.14	281480.85	381080.85	90.0	3150617	488057.09	488057.09	281480.85	391280.85	90.0	3150658	488057.09	488857.1	285673.35	285673.35	0.0	3250090	488057.11	488857.14	283888.35	283888.35	0.0	1	
3150616	487957.09	487957.09	281480.85	391280.85	90.0	3221371	487157.12	487157.12	281480.85	391280.85	90.0	3150665	487157.08	487957.09	292273.35	292273.35	0.0	3150647	487157.08	487957.09	291688.35	291688.35	0.0	1	
3221380	488857.14	488857.14	281480.85	381080.85	90.0	3150617	488057.09	488057.09	281480.85	391280.85	90.0	3150666	488057.09	488857.1	292273.35	292273.35	0.0	3150648	488057.09	488857.1	291688.35	291688.35	0.0	1	
3150616	487957.09	487957.09	281480.85	391280.85	90.0	3221371	487157.12	487157.12	281480.85	391280.85	90.0	3150673	487157.08	487957.09	286873.35	286873.35	0.0	3150651	487157.08	487957.09	286288.35	286288.35	0.0	1	
3221380	488857.14	488857.14	281480.85	381080.85	90.0	3150617	488057.09	488057.09	281480.85	391280.85	90.0	3150674	488057.09	488857.1	286873.35	286873.35	0.0	3150652	488057.09	488857.1	286288.35	286288.35	0.0	1	
3221579	489107.1	489107.1	381280.85	391280.85	90.0	3150617	488057.09	488057.09	281480.85	391280.85	90.0	3150677	488057.09	489107.1	390673.35	390673.35	0.0	3150679	488057.09	489107.1	388288.35	388288.35	0.0	1	
3150616	487957.09	487957.09	281480.85	391280.85	90.0	3221371	487157.12	487157.12	281480.85	391280.85	90.0	3150678	487157.08	487957.09	390673.35	390673.35	0.0	3150680	487157.08	487957.09	388288.35	388288.35	0.0	1	
3221579	489107.1	489107.1	381280.85	391280.85	90.0	3150617	488057.09	488057.09	281480.85	391280.85	90.0	3150681	488057.09	489107.1	388273.35	388273.35	0.0	3150683	488057.09	489107.1	385888.35	385888.35	0.0	1	
3150616	487957.09	487957.09	281480.85	391280.85	90.0	3221371	487157.12	487157.12	281480.85	391280.85	90.0	3150682	487157.08	487957.09	388273.35	388273.35	0.0	3150684	487157.08	487957.09	385888.35	385888.35	0.0	1	
3221579	489107.1	489107.1	381280.85	391280.85	90.0	3150617	488057.09	488057.09	281480.85	391280.85	90.0	3150685	488057.09	489107.1	385873.35	385873.35	0.0	3150943	488057.09	489107.1	383495.85	383495.85	0.0	1	
3150616	487957.09	487957.09	281480.85	391280.85	90.0	3221371	487157.12	487157.12	281480.85	391280.85	90.0	3150686	487157.08	487957.09	385873.35	385873.35	0.0	3150944	487157.08	487957.09	383495.85	383495.85	0.0	1	
3221380	488857.14	488857.14	281480.85	381080.85	90.0	3150617	488057.09	488057.09	281480.85	391280.85	90.0	3150689	488057.09	488857.1	379873.35	379873.35	0.0	3150703	488057.09	488857.1	378688.35	378688.35	0.0	1	
3150616	487957.09	487957.09	281480.85	391280.85	90.0	3221371	487157.12	487157.12	281480.85	391280.85	90.0	3150690	487157.08	487957.09	379873.35	379873.35	0.0	3150704	487157.08	487957.09	378688.35	378688.35	0.0	1	
3221380	488857.14	488857.14	281480.85	381080.85	90.0	3150617	488057.09	488057.09	281480.85	391280.85	90.0	3150693	488057.09	488857.1	381073.35	381073.35	0.0	3150687	488057.09	488857.1	379888.35	379888.35	0.0	1	
3150616	487957.09	487957.09	281480.85	391280.85	90.0	3221371	487157.12	487157.12	281480.85	391280.85	90.0	3150694	487157.08	487957.09	381073.35	381073.35	0.0	3150688	487157.08	487957.09	379888.35	379888.35	0.0	1	
3221380	488857.14	488857.14	281480.85	381080.85	90.0	3150617	488057.09	488057.09	281480.85	391280.85	90.0	3150697	488057.09	488857.1	376273.35	376273.35	0.0	3150715	488057.09	488857.1	375088.35	375088.35	0.0	1	
3150616	487957.09	487957.09	281480.85	391280.85	90.0	3221371	487157.12	487157.12	281480.85	391280.85	90.0	3150698	487157.08	487957.09	376273.35	376273.35	0.0	3150716	487157.08	487957.09	375088.35	375088.35	0.0	1	
3221380	488857.14	488857.14	281480.85	381080.85	90.0	3150617	488057.09	488057.09	281480.85	391280.85	90.0	3150701	488057.09	488857.1	377473.35	377473.35	0.0	3150695	488057.09	488857.1	376288.35	376288.35	0.0	1	
3150616	487957.09	487957.09	281480.85	391280.85	90.0	3221371	487157.12	487157.12	281480.85	391280.85	90.0	3150702	487157.08	487957.09	377473.35	377473.35	0.0	3150696	487157.08	487957.09	376288.35	376288.35	0.0	1	
3221380	488857.14	488857.14	281480.85	381080.85	90.0	3150617	488057.09	488057.09	281480.85	391280.85	90.0	3150705	488057.09	488857.1	378673.35	378673.35	0.0	3150699	488057.09	488857.1	377488.35	377488.35	0.0	1	
3150616	487957.09	487957.09	281480.85	391280.85	90.0	3221371	487157.12	487157.12	281480.85	391280.85	90.0	3150706	487157.08	487957.09	378673.35	378673.35	0.0	3150700	487157.08	487957.09	377488.35	377488.35	0.0	1	
3221380	488857.14	488857.14	281480.85	381080.85	90.0	3150617	488057.09	488057.09	281480.85	391280.85	90.0	3150709	488057.09	488857.1	372673.35	372673.35	0.0	3150727	488057.09	488857.1	371488.35	371488.35	0.0	1	
3150616	487957.09	487957.09	281480.85	391280.85	90.0	3221371	487157.12	487157.12	281480.85	391280.85	90.0	3150710	487157.08	487957.09	372673.35	372673.35	0.0	3150728	487157.08	487957.09	371488.35	371488.35	0.0	1	
3221380	488857.14	488857.14	281480.85	381080.85	90.0	3150617	488057.09	488057.09	281480.85	391280.85	90.0	3150713	488057.09	488857.1	373873.35	373873.35	0.0	3150707	488057.09	488857.1	372688.35	372688.35	0.0	1	
3150616	487957.09	487957.09	281480.85	391280.85	90.0	3221371	487157.12	487157.12	281480.85	391280.85	90.0	3150714	487157.08	487957.09	373873.35	373873.35	0.0	3150708	487157.08	487957.09	372688.35	372688.35	0.0	1	
3221380	488857.14	488857.14	281480.85	381080.85	90.0	3150617	488057.09	488057.09	281480.85	391280.85	90.0	3150717	488057.09	488857.1	375073.35	375073.35	0.0	3150711	488057.09	488857.1	373888.35	373888.35	0.0	1	
3150616	487957.09	487957.09	281480.85	391280.85	90.0	3221371	487157.12	487157.12	281480.85	391280.85	90.0	3150718	487157.08	487957.09	375073.35	375073.35	0.0	3150712	487157.08	487957.09	373888.35	373888.35	0.0	1	
